4280000000,강원도,양구군
4281000000,강원도,인제군
4282000000,강원도,고성군
4283000000,강원도,양양군
4311000000,충청북도,청주시
4313000000,충청북도,충주시
4315000000,충청북도,제천시
4372000000,충청북도,보은군
4373000000,충청북도,옥천군
4374000000,충청북도,영동군
4374500000,충청북도,증평군
4375000000,충청북도,진천군
4376000000,충청북도,괴산군
4377000000,충청북도,음성군
4380000000,충청북도,단양군
4413000000,충청남도,천안시
4415000000,충청남도,공주시
4418000000,충청남도,보령시
4420000000,충청남도,아산시
4421000000,충청남도,서산시
4423000000,충청남도,논산시
4425000000,충청남도,계룡시
4427000000,충청남도,당진시
4471000000,충청남도,금산군
4476000000,충청남도,부여군
4477000000,충청남도,서천군
4479000000,충청남도,청양군
4480000000,충청남도,홍성군
4481000000,충청남도,예산군
4482500000,충청남도,태안군
4511000000,전라북도,전주시
4513000000,전라북도,군산시
4514000000,전라북도,익산시
4518000000,전라북도,정읍시
4519000000,전라북도,남원시
4521000000,전라북도,김제시
4571000000,전라북도,완주군
4572000000,전라북도,진안군
4573000000,전라북도,무주군
4574000000,전라북도,장수군
4575000000,전라북도,임실군
4577000000,전라북도,순창군
4579000000,전라북도,고창군
4580000000,전라북도,부안군
4611000000,전라남도,목포시
4613000000,전라남도,여수시
4615000000,전라남도,순천시
4617000000,전라남도,나주시
4623000000,전라남도,광양시
4671000000,전라남도,담양군
4672000000,전라남도,곡성군
4673000000,전라남도,구례군
4677000000,전라남도,고흥군
4678000000,전라남도,보성군
4679000000,전라남도,화순군
4680000000,전라남도,장흥군
4681000000,전라남도,강진군
4682000000,전라남도,해남군
4683000000,전라남도,영암군
4684000000,전라남도,무안군
4686000000,전라남도,함평군
4687000000,전라남도,영광군
4688000000,전라남도,장성군
4689000000,전라남도,완도군
4690000000,전라남도,진도군
4691000000,전라남도,신안군
4711000000,경상북도,포항시
4713000000,경상북도,경주시
4715000000,경상북도,김천시
4717000000,경상북도,안동시
4719000000,경상북도,구미시
4721000000,경상북도,영주시
4723000000,경상북도,영천시
4725000000,경상북도,상주시
4728000000,경상북도,문경시
4729000000,경상북도,경산시
4772000000,경상북도,군위군
4773000000,경상북도,의성군
4775000000,경상북도,청송군
4776000000,경상북도,영양군
4777000000,경상북도,영덕군
4782000000,경상북도,청도군
4783000000,경상북도,고령군
4784000000,경상북도,성주군
4785000000,경상북도,칠곡군
4790000000,경상북도,예천군
4792000000,경상북도,봉화군
4793000000,경상북도,울진군
4794000000,경상북도,울릉군
4812000000,경상남도,창원시
4817000000,경상남도,진주시
4822000000,경상남도,통영시
4824000000,경상남도,사천시
4825000000,경상남도,김해시
4827000000,경상남도,밀양시
4831000000,경상남도,거제시
4833000000,경상남도,양산시
4872000000,경상남도,의령군
4873000000,경상남도,함안군
4874000000,경상남도,창녕군
4882000000,경상남도,고성군
4884000000,경상남도,남해군
4885000000,경상남도,하동군
4886000000,경상남도,산청군
4887000000,경상남도,함양군
4888000000,경상남도,거창군
4889000000,경상남도,합천군
5011000000,제주특별자치도,제주시
5013000000,제주특별자치도,서귀포시
