id,reason
2303020400,"주능선의 북쪽 지역이 속리산 국립공원에 속해 있고 서원계곡(書院溪谷) 등 경관이 수려한 점 등을 고려하여 선정웅장한 아홉 개의 바위봉이 병풍처럼 연이어 솟아 예로부터 구봉산이라고 불리어 왔으며, 정상에서의 조망이 좋음. 예로부터 보은지방에서는 속리산 천황봉은 지아비 산, 구병산은 지어미 산, 금적산은 아들 산이라 하여 이들을 `삼산(三山)""이라 일컬어왔음"
2805090900,"한려해상국립공원의 유일한 산악공원으로 경관이 수려하고, 바다와 섬, 일출을 조망할 수 있으며 경상남도 기념물로 지정(1974년)된 점 등을 고려하여 선정본래 보광산이라고 불리다가 조선 태조와 관련된 전설에 따라 금산으로 이름이 바뀌었다고 함.   조선 태조가 기도했다는 이씨기단을 비롯하여, 사자암, 촉대봉, 향로봉 등 38경이 유명하며, 정상에는 우리나라 3대 기도처의 하나인 보리암이 소재"
2307050900,"월악산국립공원 북단에 위치하고 울창한 소나무 숲과 맑고 깨끗한 계류 등 경관이 뛰어난 점을 고려하여 선정, 봄철의 철쭉과 가을철의 단풍이 특히 유명하고 능강계곡과 얼음골이 있음. 정상에서 소백산의 웅장한 산줄기와 충주호를 조망할 수 있음"
2704390100,"기암절벽과 울창한 산림이 조화되어 경관이 수려하며, 문화유산이 많고 도립공원으로 지정(1970년)된 점 등을 고려하여 선정, 높이 38m의 명금폭포가 있으며, 정상부근에는 자연암벽을 이용해 축성한 길이 2㎞의 금오산성이 있음. 해운사, 약사암 등의 고찰과 금오산마애보살입상(보물 제490호), 선봉사대각국사비(보물 제251호), 석조석가여래좌상(보물 제245호) 등이 유명"
2810040200,"산림이 울창하고 산세가 비교적 웅장하며 도심지 가까이 위치한 시민들의 휴식처인 점 등을 고려하여 선정, 역사적으로 나라를 지키는 호국의 산으로서 호국사찰 범어사와 우리나라 5대 산성의 하나인 금정산성이 있음.  낙동강 지류와 수영강의 분수계(分水界)를 이루고, 금강공원 및 성지곡공원 등이 있음"
2612140500,"덩굴사철, 식나무 및 동백림 등이 자생하는 등 생태적 가치가 커 섬 전체가 천연보호구역으로 지정(1965년)되어 있으며, 다도해해상국립공원으로 지정(1981년)된 점 등을 고려하여 선정, 이름 그대로 깃대처럼 생긴 암봉이며, 홍도의 최고봉임.  깃대봉은 독립문, 석화굴 등 해안경관과 조화를 이뤄 홍도의 수려한 경관을 이루고 있음."
2702090600,"길이 약 8km, 폭 약 4㎞의 산줄기안에 불상 80여체, 탑 60여기, 절터 110여 개소가 산재하여 경주국립공원으로 지정되어 있는 등 신라시대 역사 유물/유적의 보고인 점 등을 고려하여 선정, `경주남산불적지""로 마애여래좌상(보물 제913호), 칠불암마애석불 등이 유명. 동쪽에는 남산산성 등이 있음"
2724130500,남쪽의 천령산 줄기와 마주하면서 그 사이에 험준한 협곡을 형성하고 있는 청하골이 유명. 원진국사사리탑(보물 제430호)과 원진국사비(보물 제252호)가 보존된 보경사(寶鏡寺) 등이 있음
2514380500,"기암괴석과 울창한 산림, 맑은 계류가 어울어진 호남 5대 명산의 하나로 국립공원으로 지정(1971년)되어 있는 점 등을 고려하여 선정, 내장사를 중심으로 서래봉에서 불출봉, 연지봉, 까치봉, 신선봉, 장군봉에 이르기까지 산줄기가 말발굽처럼 둘러쳐져 마치 철옹성 같은 특이지형을 이룸. 내장사(內藏寺) 부속암자인 원적암 일대에 있는 비자림(천연기념물 제153호)이 특히 유명"
2404170800,"정상인 마천대를 비롯하여 사방으로 뻗은 바위능선의 기암괴석과 수목이 어우러져 경관이 뛰어나고, 도립공원으로 지정(1980년)된 점 등을 감안하여 선정, 마천대에서 낙조대에 이르는 바위능선과 일몰광경이 뛰어나며, 임금바위/장군봉/동심바위/신선바위 등이 있음. 임금바위와 입석대를 잇는 금강구름다리와 태고사(太古寺)가 유명"
2210050800,"휴전선이 가까운 지역으로 각종 희귀생물과 원시림에 가까운 숲이 잘 보존되어 천연보호구역(천연기념물 제246호)으로 지정(1973년) 관리되는 등 우리나라 최대 희귀생물자원의 보고인 점 등을 감안하여 선정, 대암산 정상부에 있는 약 9,000여평이 넘는 풀밭 같은 넓은 초원에 큰 용늪과 작은용늪의 고층습지가 있음. 그 주위가 마치 화채(punch) 그릇(bowl)같아 펀치볼로 불리우며 해안분지(亥安盆地)가 유명"
2707010800,"기암괴석과 폭포/소(沼)가 어우러져 수려한 경관을 이루고 있으며, 속리산 국립공원구역에 포함되어 있는 점 등을 감안하여 선정, 용추폭포와 촛대바위가 있는 선유동계곡 및 `월영대""가 유명"
2412050400,"지역 주민들이 소금강이라고 할 만큼 기암괴석과 어우러진 경관이 수려하고, 도립공원으로 지정(1973년)되어 있는 점 등을 감안하여 선정, 백제 제29대 법왕 원년(599년) 지명법사가 창건한 수덕사(修德寺), 보물 제355호인 마애불과 덕산온천이 유명"
2505040700,"향적봉에서 남덕유까지 17km의 장대한 산줄기를 이루고 있으며, 금강과 낙동강의 수원(水源)이고 국립공원으로 지정(1975년)된 점 등을 고려하여 선정, 덕유산 북쪽으로 흘러 내리는 30여km의 무주구천동계곡(茂朱九千洞溪谷)과 자연휴양림, 신라 흥덕왕5년(830년) 무염국사가 창건한 백련사(白蓮社) 등이 유명"
2214180500,"전형적인 경동지괴(傾動地塊) 지형으로 기암절벽과 초원이 어우러져 있으며 갈매굴, 제암풍혈, 양터목세굴, 덕발세굴, 큰재세굴 등 석회동굴이 많이 소재하고, 대이동굴 군립공원(1996년 지정) 구역내인 점 등을 고려하여 선정, 약 4∼5억년 전에 이루어진 길이 6.9㎞, 천장높이 30m에 이르는 동양최대의 동굴인 환선굴(幻仙窟 : 천연기념물 제178호)이 유명"
2307083702,"소백산과 월악산 중간에 위치하며, 단양8경인 하선암, 중선암과 사인암 등이 산재해 있는 바위산으로 경관이 수려한 점 등을 고려하여 선정, 남한강 지류인 단양천 10여km 구간에 있는 하선암(下仙岩)과 쌍룡폭포,옥렴대,명경대 등 웅장한 바위가 있는 중선암(中仙岩), 경천벽, 와룡암, 일사대, 명경담 등이 있는 상선암(上仙岩)이 특히 유명"
1110010100,"최고봉인 자운봉을 중심으로 만장봉, 선인봉, 원도봉계곡, 용어천계곡, 송추계곡 등 경관이 수려하고 국립공원으로 지정(1983년)되어 있으며, 수도권 시민의 휴식처인 점 등을 고려하여 선정, 암벽등산에 최적지이며, 회룡사(回龍寺), 망월사(望月寺), 천축사(天竺寺), 보문사(普門寺) 등이 유명"
2621041300,"한반도의 최남단 해남반도에 솟아 있는 산으로서 왕벚나무의 자생지가 있으며, 다도해를 조망하기에 적합하고 도립공원으로 지정(1972년)된 점 등을 감안하여 선정, 봄의 춘백, 여름의 녹음, 가을의 단풍, 겨울의 동백 등으로 유명하며 유자(柚子), 차(茶)의 산지로 알려져 있음. 보물 제320호인 삼층석탑을 비롯하여 많은 문화재를 보존하고 있는 대흥사(大興寺)가 있음"
2204151100,"무릉계곡 등 경관이 아름다운 점 등을 고려하여 선정, 삼화사(三和寺), 관음암(觀音庵), 두타산성(頭陀山城)이 있음. 바위에 50여개의 크고 작은 구멍이 패여 산이름이 붙여졌으며, 예로부터 기우제를 지내는 등 토속신앙의 기도처인 쉰움산(五十井山)이 유명"
1401990600,"단군시조의 전설이 간직된 산으로 역사,문화적 가치 등을 고려하여 선정, 사적 제136호인 참성단(塹星壇), 함허동천, 사적 제130호인 삼랑산성이 있음. 또한 많은 보물을 보존하고 있는 정수사(淨水寺) 및 전등사(傳燈寺)등이 있으며, 성화를 채화하는 장소이기도 함"
2515021000,"특이한 지형을 이루고 있으며, 섬진강과 금강(錦江) 발원지이고 도립공원(1979년)으로 지정된 점 등을 고려하여 선정, 중생대 백악기에 습곡운동을 받아 융기된 역암이 침식작용에 의하여 형성된 산으로 산의 형상이 마치 말의 귀를 닮았다 하여 마이산으로 불려짐. 암마이산 남쪽 절벽 밑에 있는 80여개의 크고 작은 돌탑이 있는 탑사(塔寺)와 금당사(金塘寺)가 유명"
2212010400,"도평천(都坪川), 영평천(永平川), 한탄강의 수계를 이루며, 산세가 가파르고 곳곳에 바위가 어우러져 경관이 아름다운 점 등을 고려하여 선정, 산 북쪽으로 삼부연폭포와 남쪽으로 산정호수를 끼고 있음. 전설에 의하면 왕건(王建)에게 쫓기던 궁예(弓裔)가 피살되었던 곳으로 유명"
2101021300,"경기도내에서 두 번째로 높은 산으로 경기도의 최고봉인 화악산(1,468.3m)과 가평천을 사이에 하고 있으며, 강씨봉, 귀목봉, 청계산, 우목봉 등 산세가 웅장하고 군립공원으로 지정된 점 등을 감안하여 선정, 20여km를 흐르는 산 동쪽의 가평천 계곡과 익근리계곡의 명지폭포가 유명. 명지산 일대의 산과 계곡들은 경기도내에서는 첫째가는 심산유곡으로 알려져 있음"
2503060700,"진달래와 철쭉이 유명한 호남 4경의 하나이며, 도립공원으로 지정(1971년)된 점 등을 고려하여 선정, 신라 말에 견훤이 이 곳을 근거로 후백제를 일으켰다고 전해짐. 국보 제62호인 미륵전을 비롯하여 대적광전(보물 제467호) 혜덕왕사응탑비(보물 제24호) 5층석탑(보물 제27호)등 많은 문화재가 있는 금산사(金山寺)가 있음. 특히 미륵전에 있는 높이 11.82m나 되는 미륵불이 유명"
2622132600,"최고봉인 천왕봉 가까이에는 원기둥 모양의 절리(節理)가 발달하여 기암괴석의 경치가 뛰어나고, 도시민의 휴식처이며, 도립공원으로 지정(1972년)된 점 등을 고려하여 선정보물 제131호인 철조비로자나불좌상 등이 있는 증심사(證心寺)와 원효사(元曉寺)가 유명"
2806020900,"도시민의 휴식처로서 경관이 좋은 아기자기한 능선과 다도해를 바라다보는 조망이 좋은 점 등을 고려하여 선정정상 북서쪽에 있는 시루봉 일대의 바위는 좋은 암벽등반 훈련장임. 예전부터 양조업이 성할 정도로 수질이 좋음 서원골 입구에 최치원의 제자들이 세운 관해정(觀海亭)이 있고 부근 원각사, 백운사 등이 유명"
2816111100,"충무시와 연육교로 이어지는 미륵도(彌勒島)의 복판에 솟은 산으로 한려해상국립공원의 아름다운 경관을 한눈에 조망할 수 있는 등 경관이 아름다운 점 등을 고려하여 선정지형도에는 용화산(龍華山)으로 표기되어 있으며, 석조여래상(경남유형문화재 43호)과 고려중기의 작품인 지장보살상과 시왕상 등이 보존되어 있는 용화사(龍華寺)가 있음. 도솔선사(兜率禪師)가 창건한 도솔암, 관음사(觀音寺), 봉수대터 등이 유명"
2304021500,"1000m 이상의 고산준봉을 거느리고 울창한 산림과 바위가 어우러져 있으며, 국내 최대 원시림 계곡인 물한계곡이 있는 점 등을 고려하여 선정물이 차다는 한천마을 상류에서부터 약 20㎞를 흐르는 깊은 계곡으로, 원시림 등이 잘 보존된 손꼽히는 생태관광지인 물한계곡(勿閑溪谷)이 특히 유명. 정상 남쪽 50m쯤 아래에는 삼두마애불상이 있음. 충북, 전북, 경북의 경계인 삼도봉과 연접"
2501100600,"옛부터 지리산, 무등산과 함께 호남의 삼신산으로 불려져 왔으며, 전북과 전남을 양분하는 산으로서 산세가 웅장하고 자연휴양림인 점 등을 고려하여 선정. 옛이름은 방등산으로 백제가요중 ""방등산가""의 방등산이 바로 방장산임. 정상에서 멀리 서해바다와 동쪽으로 무등산이 보임"
2210011400,"가칠봉(1,241.1m), 응복산(1,156m), 구룡덕봉(1,389m), 주걱봉(1,444m) 등 고산준봉을 거느리고 있으며 한국에서 가장 큰 자연림이라고 할 정도로 나무들이 울창하고, 희귀식물과 희귀어종이 많은 생태적 특성 등을 고려하여 선정정감록에는 난을 피해 숨을만한 피난처로 기록되어 있음. 자연휴양림이 있으며, 높이 10m의 이폭포와 3m의 저폭포가 있는 적가리골 및 방동약수, 개인약수 등이 유명"
2215081700,"사자산(1180.4m), 삿갓봉(1028.8m), 솟매봉(882.7m) 등이 솟아 있어 산세가 웅장하고 골이 깊은 등 경관이 좋으며, 평창강(平昌江)과 주천강(酒泉江)의 수계인 점 등을 고려하여 선정, 신라 때 자장율사가 창건하였다고 전해지는 법흥사(法興寺)와 경내에 있는 보물 제612호로 지정된 징효대사보인탑이 유명"
2617051500,"봄이면 백양, 가을이면 내장이라 하듯이 경관이 수려하고 천연기념물인 비자나무와 굴거리나무가 집단분포하고 있으며, 내장산국립공원구역에 포함되어 있는 점 등을 고려하여 선정, 학바위, 백양산 12경, 영천굴 등이 있음. 소요대사부도, 대웅전, 극락보전, 사천왕문을 포함하여 청류암의 관음전, 경관이 아름다운 쌍계루 등 수많은 문화유산들을 보존하고 있는 백양사(白羊寺)가 유명"
2604100800,"주봉을 중심으로 하여 또아리봉과 도솔봉, 매봉, 억불봉 등 산세가 웅장하며 경관이 수려하고 억새풀과 철쭉 군락, 온.한대 900종의 식물이 서식하는 등 경관.생태적 특징을 고려하여 선정, 자연휴양림이 있으며, 백운사(白雲寺), 성불사(成佛寺) 등이 유명"
2215034400,"동강의 가운데에 위치하고 있어 경관이 아름답고, 조망이 좋으며 생태계보존지역으로 지정되어있는 점 등을 고려하여 선정 흰구름이 늘 끼어 있는데서 산 이름이 유래, 오대산에서 발원하는 오대천과 조양강(朝陽江)을 모아 남한강으로 흐르는 동강 및 천연기념물 제260호로 지정(1979년)된 백룡동굴(白龍洞窟)이 유명"
2142141300,"수려한 계곡미를 가지고 있으며 광덕산, 국망봉, 박달봉 등과 같은 높은 봉우리들과 무리를 이뤄 계곡 단애(斷崖) 등 독특한 경관을 가지고 있는 점 등을 고려하여 선정, 백운동 계곡 및 신라 말 도선이 창건하였다고 전하는 흥룡사(興龍寺)가 유명"
2506112300,"울창한 산과 계곡, 모래해안과 암석해안 및 사찰 등이 어울려 뛰어난 경관을 이루고 있으며 국립공원으로 지정(1988년)된 점 등을 고려하여 선정, 산이면서 바다와 직접 닿아 있는 특징이 있음. 직소폭포, 가마소, 봉래구곡, 채석강, 적벽강 및 내소사, 개암사 등 사찰과 호랑가시나무, 꽝꽝나무 등 희귀동.식물이 서식"
1103030100,"최고봉인 백운대를 위시하여 인수봉, 만경대, 노적봉 등 경관이 수려하고 도시민들의 휴식처이며 국립공원으로 지정(1983년)되어 있는 점 등을 고려하여 선정, 북한산성, 우이동계곡, 정릉계곡, 세검정계곡 등이 유명. 도선국사가 창건한 도선사(道詵寺), 태고사(太古寺), 화계사(華溪寺), 문수사(文殊寺), 진관사(津寬寺) 등 수많은 고찰이 있음"
1303011500,"봄에는 진달래, 가을에는 억새 등 경관이 아름다우며, 조망이 좋고 군립공원으로 지정된 점 등을 고려하여 선정, 북쪽의 팔공산과 함께 대구분지를 형성하며 낙동강을 끼고 있음. 고려말 공민왕 7년(1358년) 진보법사가 창건한 소재사(消災寺) 등이 유명"
2213142900,"고고시대에 형성된 등선계곡과 맥국시대의 산성터가 있는 유서깊은 산으로 기암괴석의 경관이 아름답고, 의암호와 북한강을 굽어보는 조망이 좋은 점 등을 고려하여 선정, 남쪽 골짜기 초입의 협곡과 등선폭포(登仙瀑布)가 특히 유명하고, 흥국사(興國寺), 금선사(金仙寺), 상원사(上院寺) 등 7개 사찰이 있음"
2403011500,"충청남도에서는 제일 높은 산으로 곳곳에 기암괴석과 바위 절벽이 있어 중부의 금강이라고 일컬을 정도로 경관이 아름다우며, 산정에서의 조망이 좋은 점 등을 고려하여 선정, 용굴, 사자굴, 견우장년대, 직녀탄금대, 북두칠성바위 등이 유명"
2501121000,"산세는 별로 크지 않으나 숲이 울창하고 곳곳이 기암괴석으로 이루어져 있어 경관이 빼어나며 천연기념물 제184호인 동백나무 숲이 있는 등 생태적 가치가 크고 도립공원으로 지정(1979년)된 점 등을 고려하여 선정, 백제 위덕왕 24년(577년) 검단선사가 창건한 선운사(禪雲寺)와 수령 5백년의 동백나무 ３천여 그루가 군락을 이루고 있는 선운사 동백 숲이 유명"
2207010900,"남한에서 세 번째로 높은 봉우리인 한계령, 마등령, 미시령 등 수많은 고개와 산줄기 계곡들이 어우러져 한국을 대표하는 산악미의 극치를 이루고 있으며, 국립공원(1970년 지정) 및 유네스코의 생물권 보존지역으로 지정(1982년)되어 관리되고 있는 점 등을 고려하여 선정, 백담사(百潭寺), 봉정암(鳳頂菴), 신흥사(新興寺), 계조암(繼祖菴), 오세암(五歲庵), 흔들바위, 토왕성폭포, 대승폭포 등이 특히 유명"
2717030900,"휴화산인 울릉도의 최고봉으로서 울릉도 모든 하천의 수원을 이루고, 식생이 특이한 원시림이 잘 보전되어 있는 점 등을 감안하여 선정, 울릉도에서는 유일하게 평지를 이룬 나리분지(羅里盆地)와 천연기념물 제189호로 지정(1967년)된 원시림에 유명. 나리동의 울릉국화 섬백리향의 군락은 천연기념물 제52호(1962년)로 지정되어 있음"
2302011300,"국망봉에서 비로봉, 연화봉으로 이어지는 해발 1,300여m의 일대 산군으로 1,000m이상은 고원지대와 같은 초원을 이루고 있으며, 국망천과 낙동강 상류로 들어가는 죽계천이 시작되고 국립공원으로 지정(1987년)된 점 등을 고려하여 선정, 주봉인 비로봉 일대에는 주목군락지(천연기념물 제244호)와 한국산 에델바이스인 솜다리가 군락을 이루고 있음. 희방사(喜方寺), 구인사, 소수서원(紹修書院 : 사적 제55호), 부석사(浮石寺), 온달성, 국립천문대 등이 유명"
2112130200,"규모는 작으나 상백운대, 하백운대, 중백운대 등 경관이 아름답고, 등산인의 선호도가 높아 ""81년 국민관광지로 지정된 점을 고려하여 선정, 원효폭포, 청량폭포, 선녀탕절벽과 가을철 단풍이 유명하며, 신라 무열왕 1년(654년)에 원효대사가 창건하였다고 전해지는 자재암이 있음"
2303021300,"예로부터 산세가 수려하여 제2금강 또는 소금강이라고도 불리울 정도로 경관이 아름답고 망개나무, 미선나무 등 1,000여 종이 넘는 동식물이 서식하고 있으며, 국립공원으로 지정(1970년)된 점 등을 고려하여 선정, 법주사(法住寺), 문장대, 천연기념물 제103호인 정이품송(正二品松) 및 천연기념물 제207호인 망개나무가 유명"
1704041600,"영남알프스 산군에 속하는 산으로 능선에는 광활한 억새와 바위절벽, 완만한 지대가 조화를 이루고 있으며 작천계곡, 파래소폭포 등이 있고 군립공원인 점 등을 고려하여 선정, 신불산 폭포자연휴양림 등이 유명"
2803010100,"경관이 아름답고 오래된 사찰과 문화재가 많으며 도립공원으로 지정(1983년)된 점 등을 고려하여 선정, 산 중턱에 큰 대밭이 있음. 유서 깊은 옥천사(玉泉寺)와 연대암,백련암, 청연암 등이 유명"
2215072100,"국내 제일의 산림지대를 이루고 있으며, 경관이 수려하여 국립공원으로 지정(1975년)된 점 등을 고려하여 선정, 연꽃모양으로 둘러선 다섯 개의 봉우리가 모두 모나지 않고 평평한 대지를 이루고 있는데서 산이름이 유래. 월정사(月精寺), 적멸보궁(寂滅寶宮), 상원사(上院寺)가 있음. 골짜기마다 사찰, 암자 등 많은 불교유적이 산재해 있는 등 우리나라 최고의 불교 성지로 유명"
2213103900,"산세는 크지 않으나 바위와 수목이 어우러진 경관이 아름다운 점 등을 고려하여 선정, 다섯 개의 바위 봉이 연이어 솟아있는 데서 산이름이 유래. 신라때 아도화상이 창건하였다고 전해지는 청평사(淸平寺)와 구성폭포가 유명. 청평사 경내에 있는 보물 제164호인 회전문이 유명"
2130103000,"옛부터 경기의 금강산이라 불리워질 만큼 기암괴석과 고산준령을 고루 갖춘 경관이 뛰어난 산이며, 특히 신라 선덕여왕때 창건한 용문사와 높이 62m, 둘레 14m에 달하는 은행나무(천연기념물 제30호)가 있는 등 역사, 문화적 가치가 높은 점을 고려하여 선정, 경기도에서 네 번째로 높은 산으로 미지산이라는 이름으로 불리었는데 조선을 개국한 이태조가 등극하면서 `용문산""이라 바꿔 부르게 되었다는 전설이 있음"
2217011600,"파로호, 춘천호, 소양호 등과 연접해 있으며 산림과 기암괴석이 어우러져 경관이 아름다우며 조망이 좋은 점 등을 고려하여 선정, 성불사터가 있으며 광바위, 주전자바위, 바둑바위 등 갖가지 전설을 간직한 실물을 닮은 바위가 유명"
2720052300,"구연동(臼淵洞), 얼음골이라 부르는 동학(洞壑), 해바위(景岩) 등 천태만상의 기암괴석이 계곡과 어우러져 경관이 수려하고 군립공원으로 지정(1983년)된 점 등을 고려하여 선정, 보물 제835호 대웅전, 제678호 삼층석탑, 제193호 석등, 제316호 원응국사비, 제317호 석조여래좌상 등 각종 문화유적이 있는 운문사가 있음. 석남사 경내에 있는 4백년의 수령을 자랑하는 처진 소나무(반송 : 천연기념물 제180호)가 유명"
2101062700,"주봉인 망경대를 둘러싼 경관이 경기 소금강이라고 불리울 만큼 뛰어난 점 등을 고려하여 선정, 천년고찰인 현등사 및 백년폭포, 오랑캐소, 눈썹바위, 코끼리바위, 망경대, 무우폭포, 큰골내치기암벽, 노채애기소 등 운악8경이 유명"
2515042400,"운일암(雲日岩), 반일암(半日岩)으로 유명한 대불천(大佛川) 계곡이 있으며, 물이 맑고 암벽과 숲으로 둘러싸여 경관이 아름답고 자연휴양림이 있는 점 등을 고려하여 선정, 북두칠성의 전설이 담겨있는 '칠성대'와 조선시대 송익필의 전설이 얽혀 있는 `오성대""가 유명"
2307083700,"산세가 험준하고 기암이 어우러져 예로부터 신령스런 산으로 여겨졌으며 송계 8경과 용하 9곡이 있고 국립공원으로 지정(1984년)된 점 등을 고려하여 선정, 신라말 마의태자와 덕주공주가 마주보고 망국의 한을 달래고 있다는 미륵사지의 석불입상, 덕주사의 마애불 및 덕주산성 등이 유명"
2601072300,"경관이 아름다우며 난대림과 온대림이 혼생하여 생태적 가치가 크고 국립공원으로 지정(1988년)된 점 등을 고려하여 선정, 천황봉을 중심으로 무위사 극락보전(국보 제13호), 도갑사 해탈문(국보 제50호)가 있음. 구정봉 밑 용암사터 근처에는 우리나라에서 가장 높은 곳에 위치한 국보 제144호인 마애여래좌상이 유명"
2130093200,"능선이 완만하고 부드러우며, 수량이 풍부한 계곡과 기암괴석 및 울창한 숲이 어우러져 경관이 아름다운 점 등을 고려하여 선정, 신라 법흥왕 27년(540년)에 인도에서 불법을 우리나라에 들여온 마라가미 스님에게 법흥왕이 하사한 사찰인 현등사가 유명, 자연휴양림이 있음"
2204113300,"아름다운 여러 계곡들을 끼고 있어 계곡탐험코스로 적합하며, 산림이 울창하고 천연노천온천인 덕구온천과 용소골의 폭포와 소가 많은 등 경관이 아름다운 점을 고려하여 선정, 울진조씨가 매사냥을 하다가 잃어버린 매를 이 산에서 찾고는 산 이름을 응봉이라 한 뒤 근처에 부모의 묘자리를 쓰자 집안이 번성하였다는 전설이 전해지고 있음. 정상에서 멀리 백암산, 통고산, 함백산, 태백산을 조망할 수 있는 곳으로 유명"
2511992400,"덕산계곡을 비롯한 크고 작은 계곡과 윗용소, 아랫용소 등 연못 및 기암괴석이 산림과 어우러져 군립공원(1986년)으로 지정된 점 등을 고려하여 선정, 산등에서 동쪽 능선으로 펼쳐진 광활한 갈대밭과 덕산용소계곡이 유명"
2807063600,"산세가 부드러우면서도 정상 일대에는 거대한 암벽을 갖추고 있어 경관이 아름다우며 우리나라에서 가장 넓은 억새밭인 사자평이 있는 점 등을 고려하여 선정, 삼복 더위에 얼음이 어는 천연기념물 제224호 얼음골이 있음. 신라 진덕여왕때 창건하고 서산대사가 의병을 모집한 곳인 표충사가 유명"
